"customer_id","customer_age","customer_sex","customer_number_of_dependents","customer_education","customer_civil_status","customer_salary_range","customer_relationship_length","customer_available_credit_limit","credit_card_classification","total_products","period_inactive","contacts_in_last_year","credit_card_debt_balance","remaining_credit_limit","transaction_amount_ratio","total_transaction_amount","total_transaction_count","transaction_count_ratio","average_utilization","account_status"
864176,43,"M",3,"High School","Single","120K and more",36,34516,"Blue",3,1,3,0,34516,0.852,1996,48,0.548,0,"open"
193961,61,"F",1,"Graduate","Single","Unknown",44,2303,"Blue",4,3,2,540,1763,0.57,3440,46,3.52,0.234,"open"
812997,NA,NA,4,"Uneducated","Single","80-120K",36,34516,"Silver",2,2,1,2253,32263,0.853,7836,93,0.603,0.065,"open"
299024,44,"F",4,"Graduate","Single","below 40K",33,4606,"Blue",3,2,2,1556,3050,0.676,4363,78,0.66,0.338,"open"
680388,44,"M",3,"Uneducated","Married","80-120K",39,34516,"Silver",5,2,2,1461,33055,0.646,3416,70,0.707,0.042,"open"
117496,55,"M",3,"Uneducated","Single","120K and more",48,3088,"Blue",5,2,2,1743,1345,0.766,3906,68,0.659,0.564,"open"
588474,51,"M",1,"Unknown","Single","120K and more",42,9036,"Blue",6,2,3,2327,6709,0.649,1131,18,0.636,0.258,"open"
190108,35,"F",2,"Graduate","Married","below 40K",36,2572,"Blue",4,2,0,1161,1411,0.569,4315,85,0.518,0.451,"open"
426752,38,"F",2,"Uneducated","Married","below 40K",28,3629,"Blue",1,1,2,1891,1738,0.917,15982,113,0.687,0.521,"open"
555783,NA,"F",3,"Unknown","Single","Unknown",37,17100,"Blue",3,2,3,0,1900,0.864,2298,45,0.452,0,"closed"
775718,39,"F",1,"Graduate","Married","Unknown",30,2917,"Blue",3,2,3,1357,1560,1.593,2422,46,0.438,0.465,"open"
311214,37,"M",3,"Graduate","Single","80-120K",17,4116,"Blue",1,1,2,1473,2643,1.023,8667,70,0.892,0.358,"closed"
984662,41,NA,4,"Graduate","Married","80-120K",36,4725,"Blue",1,3,6,1253,3472,1.008,9134,77,0.974,0.265,"closed"
928261,61,"F",1,"Unknown","Married",NA,47,1438.3,"Blue",4,2,3,0,1438.3,1.337,1449,27,1.455,0,"open"
725623,40,"M",1,"Post-Graduate","Married","60-80K",36,18386,"Blue",36,3,4,890,17496,0.361,1698,43,0.483,0.048,"closed"
833581,43,NA,4,"Uneducated","Married","below 40K",30,2082,"Blue",2,2,3,1794,288,0.735,3423,48,0.92,0.862,"closed"
918134,42,"M",4,"High School","Single","80-120K",28,1944,"Blue",3,3,3,1804,140,0.723,4682,90,0.667,0.928,"open"
344998,44,"F",3,"Uneducated","Married","below 40K",36,12944,"Silver",3,3,2,1200,11744,0.839,16161,105,0.944,0.093,"open"
126507,45,NA,5,"Uneducated","Single","120K and more",36,34516,"Silver",4,2,1,0,34516,0.732,8603,84,3.075,0,"closed"
350968,47,"F",2,"Uneducated","Divorced","Unknown",35,32444,"Silver",3,1,4,1843,30601,1.127,3725,60,0.622,0.057,"open"
508368,40,"F",2,"Post-Graduate","Married",NA,32,2107,"Blue",3,3,0,941,1166,0.975,4858,73,0.738,0.447,"open"
690995,55,NA,2,"Graduate","Divorced","below 40K",50,1720,"Blue",2,6,3,0,1720,0.707,2719,36,0.44,0,"closed"
709128,31,"F",0,"High School","Married","below 40K",13,3201,"Blue",5,2,3,984,2217,0.639,5155,77,0.925,0.307,"open"
142920,33,"F",4,"High School","Single","Unknown",29,12716,"Blue",6,2,3,1496,11220,1.032,2412,64,0.6,0.118,"open"
198924,47,"M",4,"Unknown","Single","40-60K",36,5762,"Blue",3,3,3,1890,3872,0.938,3814,88,0.66,0.328,"open"
762613,48,"M",3,"College","Divorced","40-60K",36,12159,"Blue",3,3,3,1665,10494,0.608,1426,34,0.545,0.137,"open"
147835,44,"M",3,"Unknown","Single","120K and more",37,3650,"Blue",3,1,5,2512,1138,0.739,4599,75,0.471,0.688,"open"
716950,46,"M",3,"Uneducated","Married","60-80K",33,12745,"Blue",2,2,1,0,12745,0.538,4380,80,0.739,0,"open"
178412,52,"F",2,"Graduate","Married","40-60K",43,4090,"Blue",1,2,3,1649,2441,0.752,15497,92,0.673,0.403,"open"
645602,44,"F",3,"College","Unknown","below 40K",25,3083,"Blue",6,3,2,1040,2043,0.729,4311,78,0.56,0.337,"open"
974898,43,NA,4,"Unknown","Single","below 40K",36,1438.3,"Blue",5,3,2,0,1438.3,0.705,4432,71,0.651,0,"open"
704667,51,"M",3,"Unknown","Married","60-80K",36,5993,"Blue",4,3,4,1582,4411,0.44,3464,64,0.684,0.264,"open"
248717,53,"F",3,"College","Married","below 40K",44,4646,"Blue",6,2,3,1730,2916,0.683,1774,37,0.85,0.372,"open"
282578,46,"M",2,"High School","Single","40-60K",41,3150,"Blue",3,3,2,1543,1607,0.998,3432,71,0.972,0.49,"open"
414247,44,NA,2,"Graduate","Divorced","below 40K",36,7065,"Blue",6,3,0,990,6075,0.503,3758,65,0.711,0.14,"open"
334692,40,"M",3,"Uneducated","Married","60-80K",21,4716,"Blue",5,1,0,0,4716,2.175,816,28,2.5,0,"open"
898426,49,"M",2,"College","Single","60-80K",41,6205,"Blue",6,3,4,2233,3972,0.662,3906,64,0.684,0.36,"open"
354388,45,"F",4,"Graduate","Single","40-60K",34,2700,"Blue",3,2,2,1977,723,0.801,4984,75,1.083,0.732,"open"
763752,39,"M",2,"Unknown","Unknown","120K and more",34,34516,"Blue",12,2,2,1082,33434,0.629,7845,92,0.533,0.031,"open"
180981,57,"M",3,"Post-Graduate","Married","60-80K",36,3478,"Blue",6,1,4,2517,961,0.685,1409,49,0.75,0.724,"open"
908148,40,"M",5,"Graduate","Single","40-60K",36,2849,"Blue",2,2,3,1741,1108,0.791,8669,99,0.768,0.611,"open"
178803,50,NA,2,"Unknown","Married","60-80K",32,11552,"Blue",1,2,1,1970,9582,0.705,7180,96,0.548,0.171,"open"
910733,NA,"M",1,"High School","Married","120K and more",32,17393,"Blue",6,2,2,1409,15984,0.608,1692,38,0.652,0.081,"open"
577956,62,"M",1,"High School","Married","40-60K",43,4450,"Blue",5,1,3,1444,3006,0.465,1326,44,0.419,0.324,"open"
908783,41,"M",2,"High School","Married","60-80K",30,9428,"Blue",6,3,2,1765,7663,0.587,1457,43,0.593,0.187,"open"
401506,52,"F",2,"Graduate","Married","below 40K",45,2261,"Blue",4,3,1,1127,1134,0.814,4456,68,0.789,0.498,"open"
437864,33,"F",2,"Uneducated","Unknown","below 40K",21,1475,"Blue",5,1,4,986,489,0.896,1896,33,0.833,0.668,"open"
835838,37,"M",3,"Uneducated","Single","40-60K",19,2186,"Blue",3,3,4,1185,1001,0.998,2614,67,0.861,0.542,"open"
439183,36,"F",4,"Graduate","Married","40-60K",36,1628,"Blue",6,3,3,969,659,0.999,1893,15,2.75,0.595,"open"
873889,65,"F",0,"High School","Married","40-60K",36,6088,"Blue",5,2,3,2145,3943,1.371,14686,52,0.733,0.352,"open"
954987,31,"F",0,"High School","Married","below 40K",22,3273,"Blue",4,2,1,2517,756,1.465,2726,57,0.727,0.769,"open"
870424,NA,"F",3,"College","Single","below 40K",45,3062,"Blue",5,1,4,2039,1023,1.057,4037,71,0.821,0.666,"open"
801403,60,"M",1,"Graduate","Single","below 40K",48,3980,"Blue",5,3,3,930,3050,0.72,4449,82,0.608,0.234,"open"
372248,49,"F",3,"High School","Single","Unknown",36,31631,"Silver",3,2,2,0,31631,0.632,3418,58,0.758,0,"open"
198235,26,"F",0,"Uneducated","Single","40-60K",18,2033,"Blue",4,3,2,1471,562,0.672,2236,55,0.41,0.724,"open"
912082,58,"M",4,"Graduate","Married","120K and more",45,34516,"Silver",4,2,3,0,34516,0.849,15560,100,0.724,0,"open"
672335,56,"M",2,"Post-Graduate","Married","60-80K",49,1438.3,"Blue",5,3,4,0,1438.3,0.77,1446,38,0.81,0,"open"
865374,37,"M",2,"Unknown","Single","40-60K",28,2394,"Blue",4,4,3,0,2394,1.059,2805,85,0.667,0,"open"
916434,52,"M",5,"Uneducated","Married","80-120K",44,9959,"Blue",2,3,4,199,9760,1.003,8517,60,0.5,0.02,"closed"
987581,35,"F",2,"Doctorate","Married","40-60K",24,2655,"Blue",5,2,3,1527,1128,0.715,1921,26,0.444,0.575,"open"
358674,39,NA,3,"High School","Single","below 40K",33,1621,"Blue",2,1,2,0,1621,0.779,7400,86,0.686,0,"open"
363679,58,NA,3,"Graduate","Single","below 40K",53,2669,"Blue",1,3,1,2048,621,0.725,4863,79,1.135,0.767,"open"
916780,44,"F",3,"College","Married","below 40K",36,5357,"Blue",2,3,3,2139,3218,0.499,1979,48,0.655,0.399,"closed"
417628,48,"M",4,"Uneducated","Married","80-120K",37,30948,"Blue",5,6,3,2404,28544,0.609,1511,35,0.207,0.078,"open"
612888,51,"F",4,"Graduate","Single","below 40K",42,2680,"Blue",3,1,3,1753,927,0.32,1154,33,0.571,0.654,"open"
312843,48,"M",4,"Unknown","Single","40-60K",43,11272,"Blue",2,3,2,1744,9528,0.347,NA,34,0.214,0.155,"closed"
829778,54,"M",4,"High School","Single","80-120K",49,34516,"Silver",1,3,4,214,34302,0,1201,22,0,0.006,"closed"
492020,41,"F",3,"High School","Married","Unknown",31,4739,"Blue",4,6,3,1878,2861,0.719,5238,84,0.826,0.396,"open"
945261,NA,"M",3,"Uneducated","Married","80-120K",42,9727,"Blue",4,3,3,1626,8101,1.006,3543,62,0.676,0.167,"open"
438522,52,"M",2,"Unknown","Single","80-120K",47,15904,"Blue",6,1,3,1024,14880,0.369,1433,33,0.5,0.064,"open"
672626,NA,"M",1,"Unknown","Single","80-120K",41,18749,"Blue",6,2,2,1314,17435,0.711,1381,33,0.435,0.07,"open"
669879,49,"M",3,"Post-Graduate","Married","80-120K",36,13382,"Blue",3,3,2,1159,12223,0.404,1828,45,0.5,0.087,"closed"
374929,39,"F",1,"Graduate","Married","40-60K",27,2700,"Blue",3,1,2,2220,480,1.595,2901,59,1.36,0.822,"open"
392802,47,"F",4,"Unknown","Single","below 40K",36,7940,"Blue",2,2,1,1669,6271,0.696,15445,118,0.934,0.21,"open"
212436,50,"M",3,"Graduate","Single","60-80K",38,10762,"Blue",4,1,1,703,10059,0.548,4509,71,0.543,0.065,"open"
735342,48,"M",3,"Doctorate","Divorced","120K and more",36,34516,"Blue",4,3,2,2517,31999,0.697,1699,48,0.846,0.073,"open"
643596,54,NA,2,"Doctorate","Married","below 40K",46,3312,"Blue",3,3,3,1624,1688,0.573,1973,55,0.667,0.49,"open"
438676,57,"M",2,"Post-Graduate","Single","80-120K",43,34516,"Silver",2,3,3,1847,32669,0.557,7842,61,0.794,0.054,"closed"
216374,40,"F",4,"Graduate","Single","below 40K",25,1438.3,"Blue",4,2,3,0,1438.3,0.628,2493,42,0.5,0,"closed"
207664,39,"F",4,"Graduate","Married","40-60K",29,2385,"Blue",4,4,3,1971,414,0.613,3711,81,0.653,0.826,"open"
666373,39,"M",3,"College","Single","40-60K",28,1640,"Blue",6,2,2,1177,463,0.695,3124,66,0.784,0.718,"open"
543025,50,"F",0,"High School","Unknown","below 40K",36,2242,"Blue",3,2,1,888,1354,0.661,4708,81,0.558,0.396,"open"
989683,58,"F",1,"Uneducated","Divorced","Unknown",54,3266,"Blue",3,5,3,859,2407,0.74,2151,46,0.438,0.263,"closed"
950498,57,"F",1,"High School","Unknown","40-60K",42,2542,"Blue",3,1,1,1884,658,0.715,4518,88,1.095,0.741,"open"
236055,NA,"M",4,"High School","Married","80-120K",43,16748,"Blue",2,2,5,2413,14335,0.769,15338,121,0.635,0.144,"open"
311333,43,NA,4,"High School","Divorced","below 40K",32,8203,"Blue",2,3,2,0,8203,0.691,2613,46,0.84,0,"closed"
624269,53,"M",0,"Graduate","Single","80-120K",42,2664,"Blue",5,4,1,2037,627,0.85,1286,29,0.933,0.765,"open"
942020,52,"M",2,"College","Single","120K and more",32,4935,"Blue",4,3,1,0,4935,0.713,55202,64,0.882,0,"closed"
493285,40,"F",3,"Graduate","Divorced","below 40K",29,3170,"Blue",5,2,2,2517,653,1.301,2027,49,4.075,0.794,"open"
938856,58,"F",0,"High School","Single",NA,46,1977,"Blue",5,4,2,0,1977,0.868,2341,37,0.37,0,"closed"
714973,42,"M",3,"Unknown","Married",NA,36,18085,"Blue",5,2,2,1487,16598,0.792,1582,47,1.043,0.082,"open"
576834,65,"F",0,"High School","Single","40-60K",36,10962,"Blue",3,3,3,1559,9403,0.708,2724,71,0.651,0.142,"open"
593525,38,"M",3,"Uneducated","Married","80-120K",29,16722,"Blue",2,2,2,0,16722,0.719,15110,113,0.823,0,"open"
237155,44,"F",3,"College","Single",NA,40,3269,"Blue",2,1,3,0,3269,0.797,5022,85,0.771,0,"open"
755862,40,NA,3,"Doctorate","Married","below 40K",29,4660,"Blue",1,1,1,1844,2816,1.018,8571,84,0.647,0.396,"open"
517439,50,"F",0,"Graduate","Single","below 40K",36,7238,"Blue",5,1,4,2111,5127,1.085,2025,36,1.118,0.292,"open"
120867,NA,"M",3,"Post-Graduate","Single","80-120K",42,34516,"Silver",3,1,2,2488,32028,0.552,4401,87,0.776,0.072,"open"
568875,52,"F",1,"Graduate","Married","40-60K",34,4189,"Blue",3,3,3,2066,2123,0.686,4661,85,0.735,0.493,"open"
751807,50,"F",1,"Uneducated","Single","below 40K",37,1837,"Blue",6,1,1,665,1172,0.844,4752,88,0.66,0.362,"open"
595486,55,"M",1,"Doctorate","Married","60-80K",49,4597,"Blue",6,2,4,2442,2155,0.512,1504,38,1.785,0.531,"open"
690906,49,"F",1,"Graduate","Married","40-60K",36,2721,"Blue",5,3,1,1527,1194,0.743,4622,88,0.725,0.561,"open"
499770,57,"M",1,"Post-Graduate","Unknown","80-120K",36,23714,"Blue",4,3,3,0,23714,0.981,8463,62,0.824,0,"closed"
803725,31,"M",2,"Graduate","Single","40-60K",36,6269,"Blue",3,2,4,1169,5100,0.743,2221,57,0.727,0.186,"open"
595149,33,"M",1,"Unknown","Married","60-80K",22,3637,"Blue",3,3,0,1998,1639,1.412,2161,56,0.931,0.549,"open"
945967,42,NA,4,"High School","Unknown","60-80K",36,16839,"Blue",4,3,4,0,1871,0.73,2593,48,0.548,0,"closed"
621204,54,"M",1,"Unknown","Single","80-120K",47,7570,"Blue",5,6,5,965,6605,0.709,2599,61,0.848,0.127,"closed"
185646,48,"M",3,"Unknown","Married","80-120K",41,5848,"Blue",5,2,2,950,4898,0.726,1961,51,0.545,0.162,"open"
231278,52,"F",3,"Unknown","Single","below 40K",41,1438.3,"Blue",2,3,2,787,651.3,0.601,4956,89,0.745,0.547,"open"
735058,56,"M",2,"Graduate","Married","60-80K",44,2043,"Blue",3,1,2,1928,115,0.791,2311,57,0.839,0.944,"open"
251676,59,"F",0,"College","Married","below 40K",51,1438.3,"Blue",6,1,0,0,1438.3,0.715,4817,81,0.688,0,"open"
127015,37,"F",1,"High School","Married",NA,25,5865,"Blue",4,3,4,2517,3348,1.348,2623,47,1.35,0.429,"open"
621393,52,"F",2,"High School","Married","Unknown",44,3456,"Blue",6,3,2,2219,1237,0.636,NA,24,0.5,0.642,"open"
837967,53,"F",4,"College","Married","below 40K",36,2972,"Blue",4,1,3,2160,812,0.956,2552,62,0.676,0.727,"open"
986656,31,"F",0,"Uneducated","Divorced","below 40K",23,10850,"Silver",2,2,1,1873,8977,0.995,13794,127,0.789,0.173,"open"
599225,36,"M",1,"Uneducated","Unknown","120K and more",23,20230,"Blue",6,3,3,798,19432,0.592,4314,82,0.708,0.039,"open"
290131,44,"M",2,"Post-Graduate","Married","60-80K",34,23026,"Blue",6,3,4,2517,20509,1.032,4909,52,0.625,0.109,"closed"
827913,65,"F",0,"High School","Single","Unknown",56,5894,"Blue",3,6,3,477,5417,1.015,1616,32,0.455,0.081,"closed"
953697,40,"M",4,"Graduate","Married","60-80K",25,28822,"Silver",5,3,2,2517,26305,0.492,1504,35,0.296,0.087,"open"
663634,39,"M",1,"Graduate","Married","60-80K",31,2536,"Blue",4,1,1,913,1623,1.059,1750,35,1.333,0.36,"open"
731104,27,"F",0,"Unknown","Single","below 40K",16,1835,"Blue",6,1,3,1647,188,0.513,1903,44,0.63,0.898,"closed"
315457,36,"M",2,"Graduate","Married","60-80K",28,1911,"Blue",4,3,2,1217,694,0.363,13755,49,0.256,0.637,"open"
177839,31,"F",0,"Graduate","Married","below 40K",21,6315,"Blue",4,1,4,1305,5010,0.542,2205,43,0.265,0.207,"open"
897238,40,NA,2,"Graduate","Married","80-120K",31,18693,"Blue",5,1,2,2052,16641,0.5,1516,44,0.63,0.11,"open"
256579,62,"F",0,"High School","Single","below 40K",50,3989,"Blue",3,3,3,0,3989,0.997,4274,68,0.545,0,"open"
451149,34,NA,1,"College","Unknown","40-60K",20,7452,"Blue",2,1,3,1656,5796,0.6,3339,51,0.962,0.222,"open"
179579,43,"F",2,"Uneducated","Divorced","below 40K",30,6811,"Blue",3,3,4,0,6811,0.677,NA,39,0.56,0,"closed"
788262,50,"F",2,"College","Married","below 40K",40,8416,"Blue",3,2,4,1549,6867,0.643,13988,124,0.771,0.184,"open"
221982,34,"F",3,"High School","Unknown","Unknown",15,1438.3,"Blue",5,1,3,0,1438.3,0.689,2819,48,0.6,0,"closed"
100095,60,"F",1,"Graduate","Single","below 40K",45,9752,"Blue",2,3,1,1423,8329,0.872,14220,108,0.964,0.146,"open"
678932,60,"F",0,"Unknown","Single","Unknown",36,3068,"Blue",3,3,2,0,3068,0.897,4533,79,0.795,0,"open"
560548,46,"M",3,"High School","Single","60-80K",39,20229,"Blue",5,3,1,1217,19012,0.741,4270,62,0.55,0.06,"open"
718433,43,"M",1,"Graduate","Single","Unknown",36,11210,"Blue",1,1,2,1079,10131,0.651,7206,86,0.536,0.096,"open"
828435,43,"F",4,"Graduate","Single","40-60K",35,2303,"Blue",5,2,2,722,1581,0.807,4469,80,0.778,0.314,"open"
781266,45,"F",4,"College","Married","below 40K",36,3349,"Blue",5,1,2,2517,832,0.786,4405,55,1.391,0.752,"open"
719934,58,"F",2,"High School","Single","below 40K",50,1438.3,"Blue",4,3,4,818,620.3,0.917,4196,71,1.088,0.569,"open"
725313,46,"M",4,"Graduate","Single","80-120K",26,1791,"Blue",4,3,0,1337,454,0.763,3592,46,0.917,0.747,"open"
196505,66,NA,0,"High School","Married","below 40K",54,3171,"Blue",3,4,2,2179,992,1.224,1946,38,1.923,0.687,"open"
351008,56,NA,4,"Graduate","Single","80-120K",36,2078,"Blue",5,3,2,1696,382,0.562,4382,82,0.783,0.816,"open"
490149,50,"M",4,"College","Divorced","60-80K",44,13911,"Blue",4,2,3,2160,11751,0.73,2204,60,0.667,0.155,"open"
279086,59,NA,1,"Unknown","Single","40-60K",51,3808,"Blue",3,4,3,713,3095,0.787,4845,88,0.63,0.187,"open"
163355,50,"M",2,"College","Married","60-80K",37,4743,"Blue",4,1,2,1687,3056,0.957,3739,55,0.618,0.356,"open"
337593,45,"F",5,"Unknown","Unknown","below 40K",37,5465,"Blue",2,2,2,1967,3498,0.644,NA,115,0.667,0.36,"open"
591006,57,"M",2,"Uneducated","Single","80-120K",53,34516,"Blue",5,2,4,2099,32417,0.629,NA,26,0.857,0.061,"open"
274733,65,"M",1,"Graduate","Single","below 40K",56,7636,"Blue",5,3,2,0,7636,0.801,3880,67,0.811,0,"open"
376237,49,"M",4,"Uneducated","Married","40-60K",33,3653,"Blue",5,1,3,881,2772,0.846,3297,66,0.692,0.241,"open"
279736,48,"F",3,"Post-Graduate","Married","Unknown",37,7469,"Blue",2,1,3,2474,4995,0.674,8213,86,0.623,0.331,"open"
653084,47,"F",3,"High School","Single","40-60K",41,1721,"Blue",6,5,3,1355,366,0.926,4474,58,1.32,0.787,"open"
268590,53,"F",4,"Unknown","Single","below 40K",34,6721,"Blue",6,2,2,1115,5606,0.79,3718,51,0.759,0.166,"open"
170046,33,"F",2,"High School","Single","40-60K",28,1438.3,"Blue",3,2,3,746,692.3,0.913,4415,77,0.878,0.519,"open"
624621,35,"M",0,"Doctorate","Single","60-80K",18,2598,"Blue",6,2,3,1645,953,0.765,2483,59,0.903,0.633,"open"
849479,NA,"F",3,"Doctorate","Single","below 40K",36,2778,"Blue",4,2,2,743,2035,0.812,4515,74,0.51,0.267,"open"
629421,47,"F",5,"Post-Graduate","Married","40-60K",41,4466,"Blue",6,2,2,777,3689,1.02,1757,59,0.595,0.174,"open"
596887,59,"F",1,"Unknown","Single","below 40K",53,7501,"Blue",5,6,2,2517,4984,0.663,2280,49,0.531,0.336,"closed"
517228,44,"M",3,"Graduate","Married","60-80K",36,3384,"Blue",1,2,3,799,2585,0.737,13152,100,3.77,0.236,"open"
807293,53,"F",1,"Graduate","Single","below 40K",36,4287,"Blue",3,2,4,0,4287,0.294,1635,41,0.242,0,"closed"
590939,59,"F",1,"College","Unknown","below 40K",49,4072,"Blue",6,5,4,0,4072,0.464,1966,43,1.15,0,"open"
847411,54,"F",2,"Graduate","Married","below 40K",45,1438.3,"Blue",3,1,3,306,1132.3,1.035,694,15,0.364,0.213,"closed"
623745,45,"M",3,"Graduate","Married","60-80K",36,14593,"Blue",3,1,3,1504,13089,0.668,3447,72,0.895,0.103,"open"
606194,42,"M",2,"Graduate","Single","80-120K",36,3046,"Blue",3,1,3,1231,1815,0.692,4711,77,0.878,0.404,"open"
544103,NA,"M",3,"High School","Single","120K and more",36,20741,"Blue",5,1,4,2504,18237,0.8,1818,51,1.04,0.121,"open"
160232,38,"F",2,"Uneducated","Married","below 40K",36,7825,"Blue",2,3,2,0,7825,0.724,14326,100,0.786,0,"open"
214331,42,"M",3,"High School","Single","40-60K",37,2247,"Blue",3,3,3,1045,1202,0.952,1300,31,2.75,0.465,"open"
980070,52,"M",2,"High School","Married","60-80K",35,33180,"Silver",4,4,3,511,32669,0.681,797,14,0.273,0.015,"closed"
637694,NA,"F",3,"Graduate","Married","below 40K",38,1530,"Blue",2,2,2,0,1530,0.642,5138,84,0.68,0,"open"
721903,54,"F",4,"College","Single",NA,44,2901,"Blue",3,3,2,2517,384,0.608,4731,83,0.804,0.868,"open"
400329,44,"F",2,"Graduate","Married","below 40K",33,2417,"Blue",3,2,2,0,2417,0.389,1848,38,0.407,0,"closed"
739177,49,"M",3,"High School","Single","120K and more",43,21680,"Blue",1,2,1,1587,20093,0.605,4410,86,0.72,0.073,"open"
606201,46,"F",3,"Graduate","Married","Unknown",40,3044,"Blue",1,1,1,1973,1071,0.946,4747,73,1.028,0.648,"open"
555772,37,"F",0,"Graduate","Divorced","40-60K",28,1920,"Blue",4,3,1,0,1920,0.688,4715,81,0.841,0,"open"
218386,64,"F",0,"High School","Married","below 40K",56,2174,"Blue",6,2,2,1397,777,0.62,1755,39,0.5,0.643,"open"
652067,30,NA,0,"Graduate","Divorced","below 40K",17,4704,"Blue",4,1,3,0,4704,1.177,3294,87,0.891,0,"open"
334654,51,"F",3,"High School","Married","below 40K",32,2943,"Blue",6,3,3,2131,812,0.597,4554,75,0.562,0.724,"open"
877248,56,"F",3,"Graduate","Married","below 40K",41,1438.3,"Blue",5,4,1,0,1438.3,0.796,3778,72,1.118,0,"open"
808864,43,"F",2,"Graduate","Married","below 40K",33,3933,"Blue",5,2,2,852,3081,0.433,1489,45,0.324,0.217,"open"
434393,46,"F",3,"Graduate","Single","40-60K",41,7457,"Blue",5,2,4,0,7457,0.717,3162,64,0.73,0,"open"
512076,39,"F",2,"Graduate","Married",NA,34,1438.3,"Blue",4,5,2,859,579.3,0.808,4409,72,0.674,0.597,"open"
501269,59,"F",0,"Doctorate","Single","below 40K",36,1438.3,"Blue",3,1,2,0,1438.3,0.691,1904,47,0.382,0,"open"
548587,NA,"M",2,"Graduate","Married","80-120K",39,11332,"Blue",3,2,2,946,10386,0.857,3806,65,0.667,0.083,"open"
598957,45,"F",3,"Doctorate","Divorced","Unknown",33,12587,"Blue",6,3,2,815,11772,0.576,3914,83,0.766,0.065,"open"
686561,45,"F",5,"Uneducated","Married","Unknown",37,2467,"Blue",3,1,1,1446,1021,0.73,5024,81,0.62,0.586,"open"
137189,59,"F",1,"Uneducated","Married","below 40K",54,2890,"Blue",5,3,0,2001,889,1.334,1860,36,1,0.692,"open"
950375,43,"F",3,"High School","Unknown","Unknown",28,6720,"Blue",6,2,3,2143,4577,0.814,5049,85,0.735,0.319,"open"
673937,NA,"M",1,"Graduate","Single","80-120K",54,15633,"Blue",2,5,4,0,15633,0.984,8660,58,0.758,0,"closed"
592683,32,NA,1,"College","Divorced","80-120K",36,34516,"Blue",5,3,4,0,34516,0.845,2305,60,0.714,0,"open"
947489,52,"F",1,"Graduate","Married","below 40K",42,1471,"Blue",1,5,3,0,1471,0.624,15771,48,0.455,0,"closed"
505069,46,"M",4,"Graduate","Single","80-120K",36,1818,"Blue",3,1,4,0,1818,0.672,2308,44,0.467,0,"closed"
617924,44,"F",4,"Uneducated","Single","40-60K",34,3657,"Blue",1,3,3,0,3657,0.785,14802,95,0.667,0,"open"
136255,44,NA,3,"Graduate","Married","below 40K",36,1984,"Blue",6,3,4,0,1984,0.89,2506,46,0.643,0,"closed"
701101,42,"M",5,"Unknown","Unknown","120K and more",36,34516,"Blue",4,1,2,1839,32677,0.69,1230,34,0.889,0.053,"open"
241301,50,"M",1,"Unknown","Married","120K and more",36,20968,"Blue",6,3,2,0,20968,0.64,2823,61,0.794,0,"open"
923668,41,"M",3,"Graduate","Married","120K and more",36,6565,"Blue",2,3,2,1130,5435,0.823,7729,97,0.644,0.172,"open"
917503,NA,NA,3,"Unknown","Single","80-120K",32,4742,"Blue",1,3,4,2221,2521,0.464,2422,41,0.464,0.468,"closed"
820962,40,NA,5,"Unknown","Married","80-120K",33,310644,"Blue",4,2,4,1501,33015,0.813,3368,64,0.641,0.043,"open"
395562,55,"F",1,"College","Married","Unknown",36,17642,"Blue",6,3,2,1846,15796,0.72,2148,54,0.862,0.105,"open"
140893,41,"F",4,"Uneducated","Unknown","40-60K",29,2430,"Blue",4,3,2,0,2430,0.569,4334,71,0.578,0,"open"
573357,59,"F",1,"Uneducated","Married","40-60K",36,3720,"Blue",2,2,3,1569,2151,0.891,16208,129,0.792,0.422,"open"
648708,55,"F",0,"Graduate","Single","below 40K",49,12094,"Silver",1,2,3,1870,10224,0.845,8285,106,0.738,0.155,"open"
501000,46,"M",2,"College","Married","40-60K",34,16547,"Silver",5,3,4,0,16547,0.242,1561,41,0.367,0,"closed"
479251,28,"M",0,"Uneducated","Divorced","Unknown",36,16766,"Blue",3,3,3,1535,15231,1.042,3093,77,0.878,0.092,"open"
513165,42,"F",4,"College","Single","40-60K",28,2827,"Blue",2,2,2,1896,931,0.739,3891,81,1.025,0.671,"open"
945280,43,"M",4,"Uneducated","Single","40-60K",39,6648,"Blue",5,2,2,2242,4406,0.79,2089,60,0.579,0.337,"open"
509686,47,"M",3,"Graduate","Single","40-60K",34,4413,"Blue",4,3,3,232,4181,0.799,7869,76,0.767,0.053,"closed"
556807,46,"M",3,"Graduate","Married","60-80K",29,3429,"Blue",18,2,2,0,3429,0.637,4591,85,3.855,0,"open"
904206,54,"F",4,"High School","Single","40-60K",36,1438.3,"Blue",3,3,4,0,1438.3,0.641,2092,42,0.68,0,"closed"
426646,53,NA,4,"Post-Graduate","Married","80-120K",34,13679,"Blue",1,2,3,0,13679,0.908,4060,61,1.346,0,"open"
169952,37,"F",3,"High School","Married","Unknown",30,9874,"Blue",3,3,3,0,9874,0.491,2446,47,0.567,0,"closed"
946855,40,"F",2,"Graduate","Single","Unknown",30,1438.3,"Blue",5,2,3,0,1438.3,0.542,2258,59,0.788,0,"open"
947701,41,"M",3,"High School","Divorced","80-120K",28,16627,"Blue",1,3,3,2118,14509,0.589,7996,99,0.597,0.127,"open"
